GeneID,ftype,gene,EC_number,product,locus_tag,function,BRO_1_ANAMMOX,BRO_2_ANAMMOX,BRO_1_SP_ELECTRODE,BRO_2_SP_ELECTRODE,,GeneID
PROKKA_29145,CDS,,,cell surface glycoprotein,BROSI_A2895,,598,875,348,432,,PROKKA_29145_CDS___cell surface glycoprotein_BROSI_A2895_
PROKKA_29146,CDS,,,hypothetical protein,,,47,108,12,26,,PROKKA_29146_CDS___hypothetical protein__
PROKKA_29147,CDS,,,dihydroneopterin aldolase,SCALIN_C07_0008,,65,92,16,16,,PROKKA_29147_CDS___dihydroneopterin aldolase_SCALIN_C07_0008_
PROKKA_29148,CDS,,,GTP cyclohydrolase I,SCALIN_C04_0072,,326,666,132,145,,PROKKA_29148_CDS___GTP cyclohydrolase I_SCALIN_C04_0072_
PROKKA_29149,CDS,,,hypothetical protein,,,168,316,53,50,,PROKKA_29149_CDS___hypothetical protein__
PROKKA_29150,CDS,,,hypothetical protein,,,74,148,37,43,,PROKKA_29150_CDS___hypothetical protein__
PROKKA_29151,CDS,,,serine protease,BROSI_A3729,,113,179,19,30,,PROKKA_29151_CDS___serine protease_BROSI_A3729_
PROKKA_29152,CDS,,,putative protease,BROSI_A3731,,434,710,110,134,,PROKKA_29152_CDS___putative protease_BROSI_A3731_
PROKKA_29153,CDS,,,Holliday junction resolvase,SCALIN_C04_0231,,88,155,34,20,,PROKKA_29153_CDS___Holliday junction resolvase_SCALIN_C04_0231_
PROKKA_29154,CDS,,,phosphatidate cytidylyltransferase,BROSI_A3732,,706,1151,179,311,,PROKKA_29154_CDS___phosphatidate cytidylyltransferase_BROSI_A3732_
PROKKA_29155,CDS,,,integral membrane protein,SCALIN_C27_0077,,241,313,30,136,,PROKKA_29155_CDS___integral membrane protein_SCALIN_C27_0077_
PROKKA_29156,CDS,,,hypothetical protein,,,1,0,0,3,,PROKKA_29156_CDS___hypothetical protein__
PROKKA_29157,CDS,,,6-phospho-3-hexuloisomerase,BROSI_A3735,,95,190,7,12,,PROKKA_29157_CDS___6-phospho-3-hexuloisomerase_BROSI_A3735_
PROKKA_29158,CDS,,,integral membrane protein,BROSI_A3736,,34,75,3,1,,PROKKA_29158_CDS___integral membrane protein_BROSI_A3736_
PROKKA_29159,CDS,,,hypothetical protein,,,28,70,0,11,,PROKKA_29159_CDS___hypothetical protein__
PROKKA_29160,CDS,,,flagellar protein,BROSI_A3604,,71,118,11,23,,PROKKA_29160_CDS___flagellar protein_BROSI_A3604_
PROKKA_29161,CDS,,,hypothetical protein,,,31,30,1,5,,PROKKA_29161_CDS___hypothetical protein__
PROKKA_29162,CDS,,,flagellar protein,BROSI_A3606,,306,537,65,116,,PROKKA_29162_CDS___flagellar protein_BROSI_A3606_
PROKKA_29163,CDS,,,flagellin,BROSI_A2627,,1532,2638,37,51,,PROKKA_29163_CDS___flagellin_BROSI_A2627_
PROKKA_29164,CDS,,,glycosyltransferases,BROSI_A3608,cell wall biogenesis,38,57,17,61,,PROKKA_29164_CDS___glycosyltransferases_BROSI_A3608_cell wall biogenesis
PROKKA_29165,CDS,,,glycosyltransferase family 2,BROSI_A3609,,65,65,16,46,,PROKKA_29165_CDS___glycosyltransferase family 2_BROSI_A3609_
PROKKA_29166,CDS,,,glycosyltransferases,BROSI_A3610,cell wall biogenesis,55,89,32,79,,PROKKA_29166_CDS___glycosyltransferases_BROSI_A3610_cell wall biogenesis
PROKKA_29168,CDS,,,UDP-N-acetylglucosamine 2-epimerase,BROSI_A3611,,66,68,56,70,,PROKKA_29168_CDS___UDP-N-acetylglucosamine 2-epimerase_BROSI_A3611_
PROKKA_29169,CDS,,,hypothetical protein,,,17,36,9,14,,PROKKA_29169_CDS___hypothetical protein__
PROKKA_29170,CDS,ykvP_1,,Spore protein YkvP,,,42,53,16,29,,PROKKA_29170_CDS_ykvP_1__Spore protein YkvP__
PROKKA_29171,CDS,,,glycosyltransferase group 1,BROSI_A3614,,60,86,46,73,,PROKKA_29171_CDS___glycosyltransferase group 1_BROSI_A3614_
PROKKA_29173,CDS,,,transketolase,BROSI_A3746,,196,341,79,123,,PROKKA_29173_CDS___transketolase_BROSI_A3746_
PROKKA_29174,CDS,,,transketolase,BROSI_A3745,,250,424,84,85,,PROKKA_29174_CDS___transketolase_BROSI_A3745_
PROKKA_29175,CDS,,,carboxyl-terminal processing protease,BROSI_A3744,,168,263,30,54,,PROKKA_29175_CDS___carboxyl-terminal processing protease_BROSI_A3744_
PROKKA_29176,CDS,,,O-sialoglycoprotein endopeptidase,BROSI_A3743,,62,108,19,27,,PROKKA_29176_CDS___O-sialoglycoprotein endopeptidase_BROSI_A3743_
PROKKA_29177,CDS,,,hypothetical protein,,,140,267,83,130,,PROKKA_29177_CDS___hypothetical protein__
PROKKA_29178,CDS,,,hypothetical protein,,,409,716,32,77,,PROKKA_29178_CDS___hypothetical protein__
PROKKA_29179,CDS,,,UDP-N-acetylglucosamine acyltransferase,BROSI_A0517,,185,328,31,51,,PROKKA_29179_CDS___UDP-N-acetylglucosamine acyltransferase_BROSI_A0517_
PROKKA_29180,CDS,,,hypothetical protein,,,329,603,64,152,,PROKKA_29180_CDS___hypothetical protein__
PROKKA_29181,CDS,,,Na+-driven multidrug efflux protein,BROSI_A2402,,82,137,34,53,,PROKKA_29181_CDS___Na+-driven multidrug efflux protein_BROSI_A2402_
PROKKA_29182,CDS,,,glucose-1-phosphate adenylyltransferase,BROSI_A2403,,674,1025,74,148,,PROKKA_29182_CDS___glucose-1-phosphate adenylyltransferase_BROSI_A2403_
PROKKA_29183,CDS,,,transcription termination factor,BROSI_A2404,,742,1330,395,362,,PROKKA_29183_CDS___transcription termination factor_BROSI_A2404_
PROKKA_29184,CDS,,,dephospho-CoA kinase,BROSI_A2405,,137,228,45,43,,PROKKA_29184_CDS___dephospho-CoA kinase_BROSI_A2405_
PROKKA_29185,CDS,,,DNA polymerase I,BROSI_A2406,,1866,3179,1085,1071,,PROKKA_29185_CDS___DNA polymerase I_BROSI_A2406_
PROKKA_29189,CDS,,,peptidyl-prolyl cis-trans isomerase B,BROSI_A2409,,96,200,43,71,,PROKKA_29189_CDS___peptidyl-prolyl cis-trans isomerase B_BROSI_A2409_
PROKKA_29190,CDS,,,heat shock protein,SCALIN_C27_0081,,116,148,33,52,,PROKKA_29190_CDS___heat shock protein_SCALIN_C27_0081_
PROKKA_29191,CDS,,,hypothetical protein,,,83,140,22,40,,PROKKA_29191_CDS___hypothetical protein__
PROKKA_29192,CDS,,,GTP-dependent nucleic acid-binding protein,BROSI_A2737,,261,403,78,170,,PROKKA_29192_CDS___GTP-dependent nucleic acid-binding protein_BROSI_A2737_
PROKKA_29193,CDS,,,hypothetical protein,,,350,591,72,174,,PROKKA_29193_CDS___hypothetical protein__
PROKKA_29194,CDS,,,hypothetical protein,,,211,480,37,50,,PROKKA_29194_CDS___hypothetical protein__
PROKKA_29195,CDS,,,hypothetical protein,,,107,201,13,26,,PROKKA_29195_CDS___hypothetical protein__
PROKKA_29196,CDS,,,hypothetical protein,,,74,78,5,5,,PROKKA_29196_CDS___hypothetical protein__
PROKKA_29197,CDS,,,geranylgeranyl reductase,SCALIN_C28_0328,,518,914,100,119,,PROKKA_29197_CDS___geranylgeranyl reductase_SCALIN_C28_0328_
PROKKA_29198,CDS,,,hypothetical protein,,,120,221,14,48,,PROKKA_29198_CDS___hypothetical protein__
PROKKA_29199,CDS,,,hypothetical protein,,,228,377,24,51,,PROKKA_29199_CDS___hypothetical protein__
PROKKA_29200,CDS,,,hypothetical protein,,,507,901,93,116,,PROKKA_29200_CDS___hypothetical protein__
PROKKA_29201,CDS,,,hypothetical protein,,,87,149,15,21,,PROKKA_29201_CDS___hypothetical protein__
PROKKA_29202,CDS,,,hypothetical protein,,,23,24,3,10,,PROKKA_29202_CDS___hypothetical protein__
PROKKA_29203,CDS,,,hypothetical protein,,,151,261,16,38,,PROKKA_29203_CDS___hypothetical protein__
PROKKA_29204,CDS,,,hypothetical protein,,,237,351,28,48,,PROKKA_29204_CDS___hypothetical protein__
PROKKA_29205,CDS,,,hypothetical protein,,,51,88,23,43,,PROKKA_29205_CDS___hypothetical protein__
PROKKA_29206,CDS,,,beta-lactamase domain-containing protein,BROSI_A3186,,437,724,240,532,,PROKKA_29206_CDS___beta-lactamase domain-containing protein_BROSI_A3186_
PROKKA_29207,CDS,,,hypothetical protein,,,128,259,122,264,,PROKKA_29207_CDS___hypothetical protein__
PROKKA_29208,CDS,,,hypothetical protein,,,128,254,116,488,,PROKKA_29208_CDS___hypothetical protein__
PROKKA_29209,CDS,,,hypothetical protein,,,80,122,20,47,,PROKKA_29209_CDS___hypothetical protein__
PROKKA_29210,CDS,,,Na+/H+ antiporter NhaD permeases,BROSI_A1103,,52,55,3,17,,PROKKA_29210_CDS___Na+/H+ antiporter NhaD permeases_BROSI_A1103_
PROKKA_29212,CDS,,,thiamine biosynthesis protein,BROSI_A2322,,392,770,58,69,,PROKKA_29212_CDS___thiamine biosynthesis protein_BROSI_A2322_
PROKKA_29213,CDS,,,dethiobiotin synthetase,BROSI_A2323,,41,84,6,11,,PROKKA_29213_CDS___dethiobiotin synthetase_BROSI_A2323_
PROKKA_29214,CDS,hao_7,,hydroxylamine oxidoreductase,SCALIN_C24_0036,,255,448,89,108,,PROKKA_29214_CDS_hao_7__hydroxylamine oxidoreductase_SCALIN_C24_0036_
PROKKA_29215,CDS,,,hypothetical protein,,,105,214,19,56,,PROKKA_29215_CDS___hypothetical protein__
PROKKA_29216,CDS,,,cysteinyl-tRNA synthetase,BROSI_A0205,,293,498,75,135,,PROKKA_29216_CDS___cysteinyl-tRNA synthetase_BROSI_A0205_
PROKKA_29217,CDS,,,glutamyl- and glutaminyl-tRNA synthetases,BROSI_A0203,,633,1116,122,177,,PROKKA_29217_CDS___glutamyl- and glutaminyl-tRNA synthetases_BROSI_A0203_
PROKKA_29218,CDS,,,putative signal peptide peptidase,BROSI_A0199,,112,173,21,41,,PROKKA_29218_CDS___putative signal peptide peptidase_BROSI_A0199_
PROKKA_29219,CDS,,,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,BROSI_A0198,,66,122,27,20,,PROKKA_29219_CDS___3-octaprenyl-4-hydroxybenzoate carboxy-lyase_BROSI_A0198_
PROKKA_29220,CDS,,,abortive infection protein,BROSI_A0197,,271,513,116,161,,PROKKA_29220_CDS___abortive infection protein_BROSI_A0197_
PROKKA_29221,CDS,,,hypothetical protein,,,390,655,122,363,,PROKKA_29221_CDS___hypothetical protein__
PROKKA_29222,tRNA,,,tRNA-Ser(tga),,,154,262,68,85,,PROKKA_29222_tRNA___tRNA-Ser(tga)__
PROKKA_29223,tRNA,,,tRNA-Ser(gct),,,113,207,31,75,,PROKKA_29223_tRNA___tRNA-Ser(gct)__
PROKKA_29224,CDS,,,ATP-dependent DNA helicase,BROSI_A2903,,224,323,103,175,,PROKKA_29224_CDS___ATP-dependent DNA helicase_BROSI_A2903_
PROKKA_29225,CDS,,,DMT family permease,BROSI_A0365,,263,420,191,343,,PROKKA_29225_CDS___DMT family permease_BROSI_A0365_
PROKKA_29226,CDS,,,hypothetical protein,,,481,667,229,281,,PROKKA_29226_CDS___hypothetical protein__
PROKKA_29227,CDS,,,peptidase M16 domain-containing protein,BROSI_A0367,,702,1186,315,520,,PROKKA_29227_CDS___peptidase M16 domain-containing protein_BROSI_A0367_
PROKKA_29228,CDS,,,peptidase M16 domain protein,BROSI_A0368,,943,1618,394,772,,PROKKA_29228_CDS___peptidase M16 domain protein_BROSI_A0368_
PROKKA_29229,CDS,,,thiol-disulfide isomerase and thioredoxins,BROSI_A0369,,445,767,110,254,,PROKKA_29229_CDS___thiol-disulfide isomerase and thioredoxins_BROSI_A0369_
PROKKA_29230,CDS,,,hypothetical protein with TPR domain,BROSI_A0406,,450,810,175,184,,PROKKA_29230_CDS___hypothetical protein with TPR domain_BROSI_A0406_
PROKKA_29231,CDS,,,O-linked GlcNAc transferase,BROSI_A1524,,161,233,22,45,,PROKKA_29231_CDS___O-linked GlcNAc transferase_BROSI_A1524_
PROKKA_29232,CDS,,,aspartyl-tRNA synthetase,BROSI_A0373,,2481,4535,1359,1197,,PROKKA_29232_CDS___aspartyl-tRNA synthetase_BROSI_A0373_
PROKKA_29233,CDS,,,histidyl-tRNA synthetase,BROSI_A0374,,3302,6283,1085,835,,PROKKA_29233_CDS___histidyl-tRNA synthetase_BROSI_A0374_
PROKKA_29234,CDS,,,metallo-beta-lactamase family protein,BROSI_A2804,,49,102,41,43,,PROKKA_29234_CDS___metallo-beta-lactamase family protein_BROSI_A2804_
PROKKA_29235,CDS,,,hypothetical protein,,,30,68,6,35,,PROKKA_29235_CDS___hypothetical protein__
PROKKA_29236,CDS,,,NADPH:quinone reductase-dependent oxidoreductases,BROSI_A0375,,110,180,57,55,,PROKKA_29236_CDS___NADPH:quinone reductase-dependent oxidoreductases_BROSI_A0375_
PROKKA_29238,CDS,,,DNA-binding protein,BROSI_A3543,,964,1880,55,82,,PROKKA_29238_CDS___DNA-binding protein_BROSI_A3543_
PROKKA_29239,CDS,,,GTP-binding protein,BROSI_A3542,,1333,2435,615,657,,PROKKA_29239_CDS___GTP-binding protein_BROSI_A3542_
PROKKA_29240,CDS,,,undecaprenyl-phosphate galactose phosphotransferase,BROSI_A3897,,40,57,26,29,,PROKKA_29240_CDS___undecaprenyl-phosphate galactose phosphotransferase_BROSI_A3897_
PROKKA_29241,CDS,,,DegT/DnrJ/EryC1/StrS aminotransferase,SCALIN_C10_0023,,3,3,15,11,,PROKKA_29241_CDS___DegT/DnrJ/EryC1/StrS aminotransferase_SCALIN_C10_0023_
PROKKA_29242,CDS,,,protein with FOG domain and PKD repeat,BROSI_A3655,,10,5,3,8,,PROKKA_29242_CDS___protein with FOG domain and PKD repeat_BROSI_A3655_
PROKKA_29243,CDS,,,transcriptional repressor,BROSI_A2729,,128,232,49,92,,PROKKA_29243_CDS___transcriptional repressor_BROSI_A2729_
PROKKA_29244,CDS,,,phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase,SCALIN_C29_0118,,29,38,7,15,,PROKKA_29244_CDS___phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide isomerase_SCALIN_C29_0118_
PROKKA_29245,CDS,,,nucleotidyltransferase/DNA polymerase,BROSI_A2724,,136,316,62,186,,PROKKA_29245_CDS___nucleotidyltransferase/DNA polymerase_BROSI_A2724_
PROKKA_29246,CDS,,,phosphate transport system regulatory protein,BROSI_B0027,,97,136,32,40,,PROKKA_29246_CDS___phosphate transport system regulatory protein_BROSI_B0027_
PROKKA_29247,CDS,,,ABC-type phosphate transport system ATPase component,BROSI_B0028,,49,79,14,23,,PROKKA_29247_CDS___ABC-type phosphate transport system ATPase component_BROSI_B0028_
PROKKA_29248,CDS,,,ABC phosphate transporter inner membrane subunit,BROSI_B0029,,108,194,43,50,,PROKKA_29248_CDS___ABC phosphate transporter inner membrane subunit_BROSI_B0029_
PROKKA_29249,CDS,,,ABC-type phosphate transport system permease component,BROSI_B0030,,439,707,153,236,,PROKKA_29249_CDS___ABC-type phosphate transport system permease component_BROSI_B0030_
PROKKA_29250,CDS,,,ABC-type phosphate transport system periplasmic component,BROSI_B0031,,205,406,78,66,,PROKKA_29250_CDS___ABC-type phosphate transport system periplasmic component_BROSI_B0031_
PROKKA_29251,CDS,,,serine/threonine protein kinase,BROSI_B0032,,14,33,23,34,,PROKKA_29251_CDS___serine/threonine protein kinase_BROSI_B0032_
PROKKA_29252,CDS,,,UDP-N-acetylmuramoylalanine D-glutamate ligase,BROSI_A2268,,706,1385,182,287,,PROKKA_29252_CDS___UDP-N-acetylmuramoylalanine D-glutamate ligase_BROSI_A2268_
PROKKA_29253,CDS,,,CaCA family Na(+)/Ca(+) antiporter,BROSI_A2269,,250,493,27,76,,PROKKA_29253_CDS___CaCA family Na(+)/Ca(+) antiporter_BROSI_A2269_
PROKKA_29254,CDS,,,lipopolysaccharide heptosyltransferase II,BROSI_A2270,,390,709,64,94,,PROKKA_29254_CDS___lipopolysaccharide heptosyltransferase II_BROSI_A2270_
PROKKA_29255,CDS,,,restriction endonuclease S subunits,SCALIN_C01_0054,,43,10,6,27,,PROKKA_29255_CDS___restriction endonuclease S subunits_SCALIN_C01_0054_
PROKKA_29256,CDS,,,hypothetical protein,,,123,217,46,44,,PROKKA_29256_CDS___hypothetical protein__
PROKKA_29257,CDS,,,NADH:flavin oxidoreductase,BROSI_A2991,,585,995,196,335,,PROKKA_29257_CDS___NADH:flavin oxidoreductase_BROSI_A2991_
PROKKA_29258,CDS,,,radical SAM domain-containing protein,BROSI_A2992,,266,492,112,144,,PROKKA_29258_CDS___radical SAM domain-containing protein_BROSI_A2992_
PROKKA_29259,CDS,,,4Fe-4S ferredoxin iron-sulfur binding domain protein,SCALIN_C22_0005,,471,778,160,226,,PROKKA_29259_CDS___4Fe-4S ferredoxin iron-sulfur binding domain protein_SCALIN_C22_0005_
PROKKA_29260,CDS,,,phosphoglycolate phosphatase,BROSI_A1634,,223,363,30,52,,PROKKA_29260_CDS___phosphoglycolate phosphatase_BROSI_A1634_
PROKKA_29261,CDS,,,hypothetical protein,,,70,153,29,25,,PROKKA_29261_CDS___hypothetical protein__
PROKKA_29262,CDS,,,hypothetical protein,,,1759,2983,379,362,,PROKKA_29262_CDS___hypothetical protein__
PROKKA_34466,CDS,,,formate-dependent nitrite reductase periplasmic cytochrome c552 subunit,BROSI_A3711,,285,530,37,49,,PROKKA_34466_CDS___formate-dependent nitrite reductase periplasmic cytochrome c552 subunit_BROSI_A3711_
PROKKA_34467,CDS,,,multihaem cytochrome,BROSI_A2685,,56,84,2,14,,PROKKA_34467_CDS___multihaem cytochrome_BROSI_A2685_
PROKKA_34468,CDS,,,ATP dependent DNA ligase,BROSI_A2118,,303,512,52,50,,PROKKA_34468_CDS___ATP dependent DNA ligase_BROSI_A2118_
PROKKA_34469,CDS,,,hypothetical protein,,,330,523,84,95,,PROKKA_34469_CDS___hypothetical protein__
PROKKA_34470,CDS,,,glucose-1-phosphate thymidylyltransferase,BROSI_A2115,,21,18,3,10,,PROKKA_34470_CDS___glucose-1-phosphate thymidylyltransferase_BROSI_A2115_
PROKKA_34471,CDS,,,hypothetical protein,,,677,1098,87,186,,PROKKA_34471_CDS___hypothetical protein__
PROKKA_34472,CDS,,,3-polyprenyl-4-hydroxybenzoate decarboxylase,SCALIN_C17_0069,menaquinone synthesis,250,377,53,101,,PROKKA_34472_CDS___3-polyprenyl-4-hydroxybenzoate decarboxylase_SCALIN_C17_0069_menaquinone synthesis
PROKKA_34473,CDS,,,hypothetical protein,,,11,5,3,3,,PROKKA_34473_CDS___hypothetical protein__
PROKKA_34474,CDS,,,hypothetical protein,,,57,105,12,24,,PROKKA_34474_CDS___hypothetical protein__
PROKKA_34475,CDS,,,hypothetical protein,,,13,28,5,8,,PROKKA_34475_CDS___hypothetical protein__
PROKKA_34476,CDS,,,hypothetical protein,,,95,120,50,66,,PROKKA_34476_CDS___hypothetical protein__
PROKKA_34477,CDS,,,"superfamily II DNA/RNA helicase, SNF2 family",SCALIN_C27_0112,,87,128,30,45,,"PROKKA_34477_CDS___superfamily II DNA/RNA helicase, SNF2 family_SCALIN_C27_0112_"
PROKKA_34479,CDS,,,exonuclease III,BROSI_A3435,,210,340,146,243,,PROKKA_34479_CDS___exonuclease III_BROSI_A3435_
PROKKA_34480,CDS,,,ATPase,SCALIN_C45_0019,,1024,1870,247,363,,PROKKA_34480_CDS___ATPase_SCALIN_C45_0019_
PROKKA_34481,CDS,,,hypothetical protein,,,258,393,24,44,,PROKKA_34481_CDS___hypothetical protein__
PROKKA_34482,CDS,,,hypothetical protein,,,122,248,36,99,,PROKKA_34482_CDS___hypothetical protein__
PROKKA_34483,CDS,,,hypothetical protein,,,39,59,21,31,,PROKKA_34483_CDS___hypothetical protein__
PROKKA_34484,CDS,,,DNA-directed RNA polymerase sigma subunit,BROSI_A2066,,34,60,12,26,,PROKKA_34484_CDS___DNA-directed RNA polymerase sigma subunit_BROSI_A2066_
PROKKA_34485,CDS,,,pentaheme protein,BROSI_A3043,,175,243,339,494,,PROKKA_34485_CDS___pentaheme protein_BROSI_A3043_
PROKKA_34486,CDS,,,hypothetical protein,,,30,21,192,583,,PROKKA_34486_CDS___hypothetical protein__
PROKKA_34487,CDS,,,hypothetical protein,,,102,178,18,39,,PROKKA_34487_CDS___hypothetical protein__
PROKKA_34488,CDS,,,M6 family metalloprotease domain protein,BROSI_A0402,,776,1402,210,291,,PROKKA_34488_CDS___M6 family metalloprotease domain protein_BROSI_A0402_
PROKKA_34489,tRNA,,,tRNA-Gln(ctg),,,33,52,1,13,,PROKKA_34489_tRNA___tRNA-Gln(ctg)__
PROKKA_34490,CDS,,,ubiquinone/menaquinone biosynthesis methyltransferase,BROSI_A3875,,123,167,37,93,,PROKKA_34490_CDS___ubiquinone/menaquinone biosynthesis methyltransferase_BROSI_A3875_
PROKKA_34491,CDS,,,tRNA-dihydrouridine synthase,BROSI_A3802,,574,987,249,407,,PROKKA_34491_CDS___tRNA-dihydrouridine synthase_BROSI_A3802_
PROKKA_34492,CDS,,,precorrin-8X methylmutase,BROSI_A3801,,185,290,60,100,,PROKKA_34492_CDS___precorrin-8X methylmutase_BROSI_A3801_
PROKKA_34493,CDS,,,cobalamin biosynthesis protein,BROSI_A3800,,138,230,73,109,,PROKKA_34493_CDS___cobalamin biosynthesis protein_BROSI_A3800_
PROKKA_34494,CDS,,,precorrin-6Y C515-methyltransferase,BROSI_A3799,,94,152,44,66,,PROKKA_34494_CDS___precorrin-6Y C515-methyltransferase_BROSI_A3799_
PROKKA_34495,CDS,,,precorrin-2 C20-methyltransferase / cobalt-factor-2 C20-methyltransferase,BROSI_A3798,,93,143,26,49,,PROKKA_34495_CDS___precorrin-2 C20-methyltransferase / cobalt-factor-2 C20-methyltransferase_BROSI_A3798_
PROKKA_34496,CDS,,,molybdopterin biosynthesis protein,BROSI_A3791,,650,1022,188,260,,PROKKA_34496_CDS___molybdopterin biosynthesis protein_BROSI_A3791_
PROKKA_34497,CDS,,,hypothetical protein,,,1692,3382,682,725,,PROKKA_34497_CDS___hypothetical protein__
PROKKA_34498,CDS,,,nitrogen-fixing NifU domain protein,BROSI_A3793,,460,744,85,169,,PROKKA_34498_CDS___nitrogen-fixing NifU domain protein_BROSI_A3793_
PROKKA_34499,CDS,,,hypothetical protein,,,233,348,31,141,,PROKKA_34499_CDS___hypothetical protein__
PROKKA_34500,CDS,,,cytochrome c-type biogenesis protein,BROSI_A3795,,176,263,49,82,,PROKKA_34500_CDS___cytochrome c-type biogenesis protein_BROSI_A3795_
PROKKA_34501,CDS,,,glutamyl-tRNA reductase,BROSI_A3796,,510,974,104,143,,PROKKA_34501_CDS___glutamyl-tRNA reductase_BROSI_A3796_
PROKKA_34502,CDS,,,PAS:GGDEF:response regulator receiver,BROSI_A3797,,12,36,11,24,,PROKKA_34502_CDS___PAS:GGDEF:response regulator receiver_BROSI_A3797_
PROKKA_34503,CDS,,,hypothetical protein,,,331,538,92,296,,PROKKA_34503_CDS___hypothetical protein__
PROKKA_34504,CDS,,,thioredoxin,BROSI_A3582,,1549,2481,342,376,,PROKKA_34504_CDS___thioredoxin_BROSI_A3582_
PROKKA_34505,CDS,,,indole-3-glycerol phosphate synthase,BROSI_A3581,,648,1090,158,202,,PROKKA_34505_CDS___indole-3-glycerol phosphate synthase_BROSI_A3581_
PROKKA_34506,CDS,,,hypothetical protein,,,86,165,110,160,,PROKKA_34506_CDS___hypothetical protein__
PROKKA_34507,CDS,,,hypothetical protein,,,36,49,18,23,,PROKKA_34507_CDS___hypothetical protein__
PROKKA_34508,CDS,,,Rh family protein/ammonium transporter,BROSI_A3578,,721,1240,1567,1245,,PROKKA_34508_CDS___Rh family protein/ammonium transporter_BROSI_A3578_
PROKKA_34509,CDS,,,hypothetical protein,,,421,591,139,237,,PROKKA_34509_CDS___hypothetical protein__
PROKKA_34510,CDS,,,UBA/ThiF-type NAD/FAD binding protein,BROSI_A3573,,435,800,282,390,,PROKKA_34510_CDS___UBA/ThiF-type NAD/FAD binding protein_BROSI_A3573_
PROKKA_34511,CDS,,,rhodanese-related sulfurtransferase,BROSI_A3572,,92,137,34,60,,PROKKA_34511_CDS___rhodanese-related sulfurtransferase_BROSI_A3572_
PROKKA_34512,CDS,,,pyruvate kinase,BROSI_A3686,,221,421,70,117,,PROKKA_34512_CDS___pyruvate kinase_BROSI_A3686_
PROKKA_34513,CDS,,,carbohydrate kinase YjeF related protein,BROSI_A3675,,52,71,11,25,,PROKKA_34513_CDS___carbohydrate kinase YjeF related protein_BROSI_A3675_
PROKKA_34514,CDS,,,protein contains FOG: GGDEF domain,BROSI_A3674,,55,69,16,10,,PROKKA_34514_CDS___protein contains FOG: GGDEF domain_BROSI_A3674_
PROKKA_34515,CDS,,,lipoic acid synthetase,BROSI_A3673,,133,204,31,44,,PROKKA_34515_CDS___lipoic acid synthetase_BROSI_A3673_
PROKKA_34516,CDS,,,phosphatidylinositol 3- and 4-kinase,BROSI_A3672,,63,58,4,21,,PROKKA_34516_CDS___phosphatidylinositol 3- and 4-kinase_BROSI_A3672_
PROKKA_34517,CDS,,,lipoyl-octanoyl transferase,BROSI_A3671,,67,101,21,31,,PROKKA_34517_CDS___lipoyl-octanoyl transferase_BROSI_A3671_
